Dasyurus_maculatus, {{22, 0.66}, {78, 0.65}}
Spinosaurus_.2, {{73, 0.96}, {27, 0.97}}
Spinosaurus_.1, {{33, 0.88}, {4, 0.86}, {3, 0.9}, {37, 0.89}, {23, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{8, 0.72}, {34, 0.71}, {16, 0.69}, {42, 0.7}}
Baryonyx.2, {{38, 0.94}, {62, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{97, 0.04}, {2, 0.03}, {1, 0.05}}
Suchomimus.2, {{2, 0.18}, {17, 0.15}, {25, 0.17}, {55, 0.16}, {1, 0.14}}
Suchomimus.1, {{79, 0.04}, {21, 0.05}}
Suchomimus, {{31, 0.18}, {51, 0.17}, {10, 0.16}, {8, 0.19}}
Baryonyx, {{65, 0.98}, {35, 0.99}}
Allosaurus_, {{31, 0.03}, {69, 0.02}}
Gorgosaurus, {{31, 0.5}, {3, 0.51}, {46, 0.49}, {20, 0.48}}
Tinamou, {{100, 0.0}}
Gallus_domesticus, {{100, 0.0}}
Raphus, {{73, 0.1}, {27, 0.11}}
Sarothrura_rufa, {{2, 0.18}, {77, 0.17}, {21, 0.16}}
Porphyrio_hochstetteri, {{100, 0.03}}
Nestor_notabilis, {{100, 0.0}}
Hemiechinus_azurites, {{100, 0.8}}
Otaria_byronia, {{1, 0.92}, {99, 0.91}}
Giraffa_camelopardalis, {{71, 0.01}, {29, 0.02}}
Capreolus_capreolus, {{100, 0.0}}
Dama_dama, {{100, 0.01}}
Ichtyosaurus_, {{83, 0.04}, {17, 0.05}}
Serpianosaurus, {{100, 1.0}}
Nothosaurus_giganteus, {{48, 0.73}, {39, 0.74}, {11, 0.72}, {2, 0.75}}
Nothosaurus_102, {{100, 1.0}}
Ramphorynchus, {{1, 0.4}, {19, 0.43}, {46, 0.42}, {33, 0.41}, {1, 0.44}}
Alamosaurus, {{20, 0.59}, {16, 0.58}, {29, 0.61}, {1, 0.63}, {4, 0.62}, {1, 0.57}, {29, 0.6}}
Spinosaurus_.11, {{3, 0.22}, {19, 0.24}, {21, 0.26}, {11, 0.27}, {18, 0.23}, {25, 0.25}, {3, 0.21}}
Spinosaurus_.10, {{8, 0.28}, {11, 0.3}, {9, 0.33}, {5, 0.34}, {24, 0.32}, {27, 0.31}, {2, 0.27}, {14, 0.29}}
Spinosaurus_.9, {{55, 0.99}, {45, 1.0}}
Spinosaurus_.8, {{100, 0.99}}
Spinosaurus_.7, {{50, 0.96}, {50, 0.97}}
Spinosaurus_.6, {{41, 0.88}, {1, 0.85}, {14, 0.86}, {3, 0.89}, {41, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 1.0}}
Spinosaurus_.3, {{100, 0.99}}
Spinosaurus_.2, {{10, 0.98}, {90, 0.97}}
Spinosaurus_.1, {{1, 0.88}, {30, 0.91}, {44, 0.9}, {25, 0.89}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{8, 0.73}, {44, 0.71}, {37, 0.72}, {1, 0.69}, {10, 0.7}}
Baryonyx.2, {{27, 0.94}, {73, 0.95}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{98, 0.03}, {2, 0.02}}
Suchomimus.2, {{16, 0.15}, {1, 0.12}, {22, 0.13}, {61, 0.14}}
Suchomimus.1, {{92, 0.03}, {8, 0.04}}
Suchomimus, {{55, 0.15}, {1, 0.17}, {32, 0.16}, {12, 0.14}}
Baryonyx, {{100, 0.99}}
Tyrannosaurus, {{1, 0.15}, {8, 0.12}, {58, 0.13}, {33, 0.14}}
Troodon_formosus, {{47, 0.37}, {31, 0.38}, {21, 0.36}, {1, 0.39}}
Cygnus_olor, {{46, 0.07}, {54, 0.08}}
Atlantisia_rogersi, {{100, 0.02}}
Porphyrio_Poliocephalus, {{47, 0.0}, {53, 0.01}}
Tribonyx_mortieri, {{91, 0.04}, {9, 0.03}}
Spheniscus, {{100, 1.0}}
Chironectes_minimus, {{100, 0.95}}
Elephas_maximus, {{3, 0.63}, {1, 0.66}, {56, 0.64}, {40, 0.65}}
Tamandua_tetradactyla, {{96, 0.83}, {4, 0.82}}
Mus_musculus, {{29, 0.01}, {71, 0.02}}
Uncia_uncia, {{64, 0.18}, {36, 0.19}}
Hexaprotodon_garyam, {{13, 0.43}, {30, 0.45}, {57, 0.44}}
Placondontia_indet, {{100, 1.0}}
Plesiosaurus, {{100, 0.99}}
Sphenodon_punctatus, {{91, 0.84}, {9, 0.83}}
Spinosaurus_.11, {{4, 0.28}, {11, 0.3}, {18, 0.33}, {8, 0.34}, {18, 0.32}, {17, 0.31}, {4, 0.27}, {20, 0.29}}
Spinosaurus_.10, {{2, 0.4}, {21, 0.37}, {18, 0.38}, {9, 0.33}, {14, 0.36}, {10, 0.34}, {4, 0.32}, {10, 0.39}, {11, 0.35}, {1, 0.41}}
Spinosaurus_.9, {{4, 0.98}, {96, 0.99}}
Spinosaurus_.8, {{61, 0.98}, {39, 0.97}}
Spinosaurus_.7, {{69, 0.94}, {22, 0.95}, {9, 0.93}}
Spinosaurus_.6, {{41, 0.85}, {19, 0.86}, {22, 0.84}, {14, 0.83}, {4, 0.82}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{99, 0.98}, {1, 0.97}}
Spinosaurus_.2, {{79, 0.95}, {18, 0.94}, {3, 0.96}}
Spinosaurus_.1, {{13, 0.88}, {20, 0.85}, {21, 0.86}, {5, 0.84}, {41, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{28, 0.73}, {2, 0.74}, {18, 0.71}, {50, 0.72}, {2, 0.7}}
Baryonyx.2, {{85, 0.92}, {15, 0.93}}
Baryonyx.1, {{100, 0.98}}
Suchomimus.3, {{61, 0.07}, {1, 0.09}, {36, 0.08}, {2, 0.06}}
Suchomimus.2, {{19, 0.22}, {24, 0.24}, {50, 0.23}, {5, 0.25}, {2, 0.21}}
Suchomimus.1, {{27, 0.07}, {6, 0.09}, {67, 0.08}}
Suchomimus, {{2, 0.22}, {48, 0.24}, {9, 0.26}, {18, 0.23}, {23, 0.25}}
Baryonyx, {{100, 0.98}}
Asfaltovenator, {{100, 0.0}}
Australovenator, {{89, 0.03}, {11, 0.04}}
Rahonavis, {{77, 0.1}, {3, 0.11}, {20, 0.09}}
Aramus_guarauna, {{100, 0.0}}
Podica_senegalensis, {{83, 0.09}, {17, 0.08}}
Rynochetus_jubatus, {{100, 0.01}}
Fregata_aquila, {{11, 0.0}, {89, 0.01}}
Pelagodroma_marina, {{100, 0.02}}
large_eocene_stem_penguin, {{100, 1.0}}
Ornithorhynchus_anatinus, {{100, 0.97}}
Rhynchocyon_petersi, {{100, 0.01}}
Castor_fiber, {{87, 0.63}, {13, 0.62}}
Hippopotamus_amphibius, {{1, 0.88}, {99, 0.87}}
Syncerus_caffer, {{54, 0.54}, {46, 0.55}}
Rangifer_tarandus, {{100, 0.01}}
Anarosaurus, {{100, 1.0}}
Nothosaurus_150, {{100, 1.0}}
Poposaurus, {{100, 0.0}}
Dyrosaurid, {{76, 0.15}, {13, 0.16}, {11, 0.14}}
Asilisaurus, {{100, 0.01}}
Plateosaurus, {{6, 0.03}, {94, 0.02}}
Mussaurus, {{22, 0.22}, {1, 0.2}, {27, 0.24}, {1, 0.26}, {25, 0.23}, {18, 0.25}, {6, 0.21}}
Spinosaurus_.11, {{3, 0.37}, {3, 0.3}, {16, 0.34}, {11, 0.36}, {17, 0.33}, {16, 0.32}, {10, 0.31}, {2, 0.29}, {22, 0.35}}
Spinosaurus_.10, {{19, 0.4}, {14, 0.37}, {2, 0.43}, {9, 0.38}, {8, 0.36}, {8, 0.42}, {16, 0.41}, {19, 0.39}, {5, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{9, 0.94}, {88, 0.95}, {3, 0.96}}
Spinosaurus_.6, {{24, 0.88}, {9, 0.85}, {24, 0.86}, {43, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{52, 0.95}, {48, 0.96}}
Spinosaurus_.1, {{42, 0.88}, {8, 0.86}, {21, 0.89}, {29, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{45, 0.76}, {6, 0.78}, {43, 0.77}, {6, 0.75}}
Baryonyx.2, {{75, 0.94}, {25, 0.93}}
Baryonyx.1, {{3, 0.98}, {97, 0.99}}
Suchomimus.3, {{37, 0.1}, {61, 0.09}, {2, 0.08}}
Suchomimus.2, {{37, 0.28}, {6, 0.26}, {39, 0.27}, {18, 0.29}}
Suchomimus.1, {{59, 0.1}, {3, 0.11}, {38, 0.09}}
Suchomimus, {{40, 0.28}, {12, 0.3}, {1, 0.26}, {17, 0.27}, {30, 0.29}}
Baryonyx, {{100, 0.98}}
Apteryx_australis, {{2, 0.12}, {91, 0.13}, {7, 0.14}}
Caloenas_nicobarica, {{100, 0.0}}
Psophia_crepitans_napensis, {{53, 0.04}, {47, 0.05}}
Trybonix_ventralis, {{100, 0.01}}
Xenicus_giliventris, {{26, 0.0}, {74, 0.01}}
Noemys_fodies, {{69, 0.71}, {3, 0.72}, {28, 0.7}}
Callophoca_obscura, {{22, 0.53}, {77, 0.54}, {1, 0.55}}
Ursus_maritimus, {{2, 0.07}, {5, 0.09}, {93, 0.08}}
Remingtonocetus, {{93, 0.73}, {5, 0.74}, {2, 0.72}}
Brachyodus_onoideum, {{60, 0.58}, {24, 0.59}, {16, 0.57}}
Bos_taurus, {{12, 0.4}, {19, 0.38}, {69, 0.39}}
Champsosaurus, {{100, 1.0}}
Psephoderma, {{42, 0.99}, {58, 1.0}}
Neusticosaurus, {{100, 1.0}}
Simosaurus, {{100, 1.0}}
Cryptoclidus, {{100, 1.0}}
Lacerta_viridis, {{59, 0.5}, {41, 0.49}}
Pogona_viceps, {{100, 0.0}}
Caiman_yacare, {{100, 0.99}}
Fruitadens, {{39, 0.1}, {60, 0.09}, {1, 0.08}}
Dysalotosaurus, {{18, 0.76}, {1, 0.73}, {35, 0.74}, {46, 0.75}}
Spinosaurus_.11, {{15, 0.28}, {18, 0.3}, {18, 0.33}, {3, 0.34}, {14, 0.32}, {14, 0.31}, {3, 0.26}, {12, 0.29}, {3, 0.27}}
Spinosaurus_.10, {{7, 0.4}, {16, 0.37}, {18, 0.38}, {9, 0.33}, {15, 0.36}, {9, 0.34}, {4, 0.32}, {11, 0.39}, {9, 0.35}, {2, 0.41}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{5, 0.98}, {95, 0.99}}
Spinosaurus_.7, {{60, 0.96}, {40, 0.97}}
Spinosaurus_.6, {{27, 0.88}, {1, 0.86}, {16, 0.9}, {47, 0.89}, {9, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{93, 0.99}, {7, 1.0}}
Spinosaurus_.3, {{100, 0.99}}
Spinosaurus_.2, {{15, 0.96}, {85, 0.97}}
Spinosaurus_.1, {{5, 0.88}, {32, 0.91}, {33, 0.9}, {30, 0.89}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{9, 0.76}, {40, 0.78}, {6, 0.79}, {45, 0.77}}
Baryonyx.2, {{98, 0.95}, {2, 0.96}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{19, 0.07}, {79, 0.06}, {2, 0.05}}
Suchomimus.2, {{34, 0.22}, {17, 0.24}, {42, 0.23}, {1, 0.25}, {6, 0.21}}
Suchomimus.1, {{46, 0.07}, {54, 0.06}}
Suchomimus, {{4, 0.22}, {39, 0.24}, {1, 0.26}, {39, 0.23}, {17, 0.25}}
Baryonyx, {{100, 0.99}}
Avimaia, {{100, 0.01}}
Phoenicopterus_roseus, {{100, 0.0}}
Myrmecophaga_tridactyla, {{60, 0.63}, {40, 0.64}}
Rattus_rattus, {{31, 0.06}, {69, 0.05}}
Lutra_vulgaris, {{100, 0.95}}
Mustela_nivalis, {{2, 0.18}, {22, 0.2}, {76, 0.19}}
Nanophoca_vitulinoides, {{100, 1.0}}
Phocanella_pumila, {{84, 0.99}, {16, 1.0}}
Lama_guanicoe, {{100, 0.0}}
Basilosaurus, {{100, 0.99}}
Choeropsis_liberiensis, {{92, 0.67}, {8, 0.68}}
Alces_americanus, {{57, 0.04}, {43, 0.05}}
Simosaurus_1, {{9, 0.88}, {26, 0.9}, {65, 0.89}}
Nothosaurus_mirabilis, {{80, 0.99}, {20, 1.0}}
Spinosaurus_.11, {{16, 0.28}, {1, 0.22}, {9, 0.24}, {22, 0.26}, {21, 0.27}, {3, 0.23}, {19, 0.25}, {9, 0.29}}
Spinosaurus_.10, {{4, 0.28}, {13, 0.3}, {20, 0.33}, {13, 0.34}, {1, 0.36}, {24, 0.32}, {10, 0.31}, {9, 0.29}, {6, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{97, 0.98}, {3, 0.99}}
Spinosaurus_.7, {{68, 0.95}, {2, 0.94}, {30, 0.96}}
Spinosaurus_.6, {{28, 0.85}, {46, 0.86}, {12, 0.84}, {1, 0.83}, {13, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{23, 0.98}, {77, 0.99}}
Spinosaurus_.2, {{3, 0.95}, {94, 0.96}, {3, 0.97}}
Spinosaurus_.1, {{39, 0.88}, {1, 0.85}, {11, 0.86}, {22, 0.89}, {27, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{8, 0.73}, {41, 0.71}, {40, 0.72}, {11, 0.7}}
Baryonyx.2, {{38, 0.94}, {62, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{41, 0.04}, {59, 0.05}}
Suchomimus.2, {{44, 0.18}, {35, 0.17}, {4, 0.16}, {17, 0.19}}
Suchomimus.1, {{9, 0.04}, {3, 0.06}, {88, 0.05}}
Suchomimus, {{29, 0.18}, {19, 0.2}, {3, 0.17}, {1, 0.21}, {48, 0.19}}
Baryonyx, {{93, 0.98}, {7, 0.99}}
Gobiraptor_, {{21, 0.04}, {79, 0.05}}
Anseranas_semipalmata, {{100, 0.0}}
Goura_cristata, {{95, 0.01}, {5, 0.02}}
Porzana_carolina, {{100, 0.02}}
Phaeton_aethereus, {{88, 0.06}, {12, 0.05}}
Palaeospheniscus, {{98, 0.96}, {2, 0.97}}
Mammuthus_sp, {{70, 0.71}, {2, 0.72}, {28, 0.7}}
Rhinoceros_sondaicus, {{4, 0.47}, {1, 0.5}, {50, 0.48}, {45, 0.49}}
Sus_scrofa, {{97, 0.03}, {3, 0.02}}
Maiacetus, {{100, 1.0}}
Elomeryx_borbonicus_, {{6, 0.07}, {94, 0.06}}
Rupicapra_rupicapra, {{62, 0.0}, {38, 0.01}}
Bison_bonasus, {{99, 0.03}, {1, 0.02}}
Chapsosaurus_, {{100, 1.0}}
Paraplacodus, {{100, 1.0}}
Spinosaurus_.11, {{1, 0.4}, {19, 0.37}, {16, 0.38}, {11, 0.34}, {18, 0.36}, {3, 0.33}, {3, 0.32}, {13, 0.39}, {16, 0.35}}
Spinosaurus_.10, {{12, 0.4}, {21, 0.43}, {2, 0.38}, {17, 0.42}, {9, 0.45}, {2, 0.46}, {11, 0.41}, {8, 0.39}, {18, 0.44}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{51, 0.98}, {49, 0.99}}
Spinosaurus_.7, {{86, 0.96}, {14, 0.97}}
Spinosaurus_.6, {{7, 0.88}, {4, 0.91}, {52, 0.9}, {36, 0.89}, {1, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{15, 0.98}, {85, 0.99}}
Spinosaurus_.2, {{43, 0.96}, {57, 0.97}}
Spinosaurus_.1, {{1, 0.88}, {33, 0.91}, {45, 0.9}, {21, 0.89}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{3, 0.79}, {50, 0.81}, {3, 0.82}, {44, 0.8}}
Baryonyx.2, {{97, 0.95}, {3, 0.96}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{69, 0.1}, {24, 0.11}, {7, 0.09}}
Suchomimus.2, {{1, 0.28}, {30, 0.3}, {1, 0.33}, {18, 0.32}, {42, 0.31}, {8, 0.29}}
Suchomimus.1, {{54, 0.1}, {2, 0.12}, {42, 0.11}, {2, 0.09}}
Suchomimus, {{16, 0.3}, {10, 0.33}, {28, 0.32}, {44, 0.31}, {2, 0.29}}
Baryonyx, {{100, 0.99}}
Torvosaurus, {{58, 0.73}, {16, 0.74}, {26, 0.72}}
Condorraptor, {{68, 0.03}, {32, 0.02}}
Oviraptor_caenagnathid, {{100, 0.02}}
Rhynchotus_rufescens_, {{100, 0.02}}
Anas_aucklandica, {{24, 0.03}, {76, 0.02}}
Anas_discors, {{100, 0.02}}
Glareola_pratincola, {{100, 0.02}}
Small_Eocene_penguin, {{100, 1.0}}
Aptenodytes______, {{100, 0.99}}
Loxodonta_africana, {{1, 0.92}, {99, 0.91}}
Micropotamogale_euwenzorii, {{94, 0.95}, {6, 0.94}}
Euroscaptor_micrura, {{4, 0.43}, {15, 0.45}, {81, 0.44}}
Paguma_larvata, {{80, 0.22}, {13, 0.23}, {7, 0.21}}
Indohyus, {{3, 0.96}, {97, 0.97}}
Rodhocetus, {{90, 0.98}, {10, 0.97}}
Cephalophus_silvicultor, {{74, 0.18}, {17, 0.17}, {9, 0.19}}
Nothosaurus_mirabilis_1, {{17, 0.91}, {80, 0.9}, {3, 0.89}}
Nothosaurus_568, {{100, 1.0}}
Cricosaurus, {{100, 0.99}}
Pterosaur_Tremp, {{100, 0.0}}
Antetonitrus, {{5, 0.59}, {13, 0.58}, {33, 0.56}, {11, 0.54}, {18, 0.55}, {20, 0.57}}
Syntarsus_, {{97, 0.03}, {3, 0.04}}
Spinosaurus_.11, {{3, 0.28}, {12, 0.3}, {18, 0.33}, {16, 0.34}, {12, 0.32}, {17, 0.31}, {3, 0.27}, {16, 0.29}, {3, 0.35}}
Spinosaurus_.10, {{8, 0.4}, {17, 0.37}, {18, 0.38}, {9, 0.34}, {9, 0.36}, {7, 0.33}, {1, 0.32}, {17, 0.39}, {3, 0.41}, {11, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{99, 0.98}, {1, 0.97}}
Spinosaurus_.7, {{17, 0.94}, {78, 0.95}, {5, 0.96}}
Spinosaurus_.6, {{10, 0.88}, {17, 0.85}, {27, 0.86}, {4, 0.84}, {42, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{46, 0.95}, {2, 0.94}, {52, 0.96}}
Spinosaurus_.1, {{42, 0.88}, {3, 0.85}, {18, 0.86}, {15, 0.89}, {22, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{29, 0.76}, {11, 0.74}, {52, 0.75}, {8, 0.77}}
Baryonyx.2, {{55, 0.94}, {45, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{8, 0.07}, {19, 0.09}, {73, 0.08}}
Suchomimus.2, {{19, 0.24}, {30, 0.26}, {9, 0.27}, {1, 0.23}, {41, 0.25}}
Suchomimus.1, {{1, 0.07}, {1, 0.1}, {41, 0.09}, {57, 0.08}}
Suchomimus, {{6, 0.28}, {3, 0.24}, {39, 0.26}, {26, 0.27}, {26, 0.25}}
Baryonyx, {{100, 0.98}}
Deinonychus, {{26, 0.28}, {23, 0.3}, {1, 0.31}, {1, 0.27}, {49, 0.29}}
Confuciusornis_sanctus, {{100, 0.01}}
Hesperornis, {{13, 0.88}, {8, 0.86}, {79, 0.87}}
Anser_fabalis, {{6, 0.04}, {94, 0.05}}
Phalacrocorax_harrisi, {{73, 0.43}, {27, 0.42}}
Monodelphis_domestica, {{3, 0.84}, {97, 0.83}}
Hydromys_chrysogaster, {{12, 0.38}, {88, 0.39}}
Meles_meles, {{14, 0.12}, {86, 0.11}}
Felis_felis, {{100, 0.02}}
Okapia_johnstoni, {{24, 0.1}, {76, 0.09}}
Ichtyosaur_sp, {{3, 0.68}, {25, 0.71}, {2, 0.72}, {29, 0.69}, {41, 0.7}}
Protochampsidae, {{40, 0.28}, {4, 0.3}, {18, 0.27}, {38, 0.29}}
Scutellosaurus_lawleri, {{30, 0.28}, {22, 0.3}, {5, 0.31}, {15, 0.27}, {28, 0.29}}
Lepidus, {{100, 0.0}}
Masiakasaurus, {{67, 0.04}, {33, 0.03}}
Spinosaurus_.11, {{21, 0.28}, {2, 0.3}, {2, 0.24}, {19, 0.26}, {19, 0.27}, {15, 0.29}, {19, 0.25}, {3, 0.23}}
Spinosaurus_.10, {{1, 0.28}, {13, 0.3}, {19, 0.34}, {23, 0.33}, {2, 0.36}, {17, 0.32}, {11, 0.31}, {5, 0.29}, {9, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{97, 0.98}, {3, 0.99}}
Spinosaurus_.7, {{70, 0.95}, {2, 0.94}, {28, 0.96}}
Spinosaurus_.6, {{26, 0.85}, {44, 0.86}, {8, 0.84}, {1, 0.83}, {21, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{33, 0.98}, {67, 0.99}}
Spinosaurus_.2, {{3, 0.95}, {95, 0.96}, {2, 0.97}}
Spinosaurus_.1, {{40, 0.88}, {11, 0.86}, {21, 0.89}, {28, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{17, 0.73}, {2, 0.74}, {23, 0.71}, {56, 0.72}, {2, 0.7}}
Baryonyx.2, {{40, 0.94}, {60, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{12, 0.04}, {2, 0.06}, {86, 0.05}}
Suchomimus.2, {{46, 0.18}, {10, 0.2}, {4, 0.17}, {40, 0.19}}
Suchomimus.1, {{1, 0.04}, {19, 0.06}, {80, 0.05}}
Suchomimus, {{4, 0.18}, {40, 0.2}, {12, 0.21}, {44, 0.19}}
Baryonyx, {{94, 0.98}, {6, 0.99}}
Tyrannotitan, {{4, 0.28}, {1, 0.24}, {55, 0.26}, {31, 0.27}, {9, 0.25}}
Eudromia_elegans, {{4, 0.03}, {96, 0.02}}
Meleagris, {{100, 0.0}}
Chauna_chavaria, {{100, 0.0}}
Columba_, {{7, 0.0}, {93, 0.01}}
Strigiops_habroptilus, {{100, 0.01}}
Turdus_olivator, {{100, 0.02}}
Xenicus_longipes, {{100, 0.03}}
