Monodelphis_domestica, {{21, 0.85}, {79, 0.86}}
Castor_fiber, {{93, 0.63}, {2, 0.64}, {5, 0.62}}
Desmana_moschata, {{100, 0.98}}
Bison_bonasus, {{100, 0.03}}
Capreolus_capreolus, {{100, 0.01}}
Alces_americanus, {{8, 0.1}, {89, 0.09}, {3, 0.08}}
Dama_dama, {{100, 0.04}}
Lepidus, {{100, 0.01}}
Spinosaurus_.11, {{1, 0.37}, {11, 0.3}, {17, 0.34}, {4, 0.36}, {20, 0.33}, {17, 0.32}, {13, 0.31}, {7, 0.29}, {10, 0.35}}
Spinosaurus_.10, {{12, 0.4}, {18, 0.37}, {16, 0.38}, {5, 0.34}, {8, 0.36}, {1, 0.42}, {19, 0.39}, {16, 0.35}, {5, 0.41}}
Spinosaurus_.9, {{42, 0.98}, {58, 0.99}}
Spinosaurus_.8, {{31, 0.98}, {69, 0.97}}
Spinosaurus_.7, {{72, 0.94}, {2, 0.95}, {26, 0.93}}
Spinosaurus_.6, {{42, 0.85}, {13, 0.86}, {23, 0.84}, {5, 0.82}, {17, 0.83}}
Spinosaurus_.5, {{10, 0.99}, {90, 1.0}}
Spinosaurus_.4, {{8, 0.98}, {92, 0.99}}
Spinosaurus_.3, {{80, 0.98}, {20, 0.97}}
Spinosaurus_.2, {{50, 0.94}, {49, 0.95}, {1, 0.93}}
Spinosaurus_.1, {{2, 0.88}, {25, 0.85}, {31, 0.86}, {12, 0.84}, {30, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{55, 0.73}, {23, 0.74}, {17, 0.72}, {1, 0.71}, {4, 0.75}}
Baryonyx.2, {{93, 0.92}, {1, 0.91}, {6, 0.93}}
Baryonyx.1, {{100, 0.98}}
Suchomimus.3, {{12, 0.1}, {69, 0.09}, {19, 0.08}}
Suchomimus.2, {{4, 0.28}, {6, 0.24}, {39, 0.26}, {19, 0.27}, {32, 0.25}}
Suchomimus.1, {{40, 0.1}, {1, 0.11}, {58, 0.09}, {1, 0.08}}
Suchomimus, {{15, 0.28}, {33, 0.26}, {42, 0.27}, {3, 0.29}, {7, 0.25}}
Baryonyx, {{76, 0.98}, {24, 0.97}}
Tyrannosaurus, {{1, 0.3}, {8, 0.34}, {42, 0.33}, {35, 0.32}, {14, 0.31}}
Apteryx_australis, {{69, 0.15}, {31, 0.16}}
Phoenicopterus_roseus, {{100, 0.0}}
Aptenodytes______, {{92, 0.98}, {8, 0.99}}
Chironectes_minimus, {{100, 0.96}}
Tamandua_tetradactyla, {{95, 0.83}, {5, 0.82}}
Leptophoca_proxima, {{45, 0.47}, {1, 0.45}, {54, 0.46}}
Ursus_maritimus, {{72, 0.07}, {28, 0.06}}
Uncia_uncia, {{3, 0.12}, {77, 0.13}, {20, 0.14}}
Indohyus, {{73, 0.98}, {27, 0.97}}
Bos_taurus, {{33, 0.34}, {9, 0.36}, {58, 0.35}}
Rangifer_tarandus, {{100, 0.0}}
Chapsosaurus_, {{100, 1.0}}
Metryorhynchus, {{9, 0.98}, {91, 0.97}}
Dyrosaurid, {{77, 0.1}, {22, 0.11}, {1, 0.09}}
Pterosaur_Tremp, {{100, 0.0}}
Spinosaurus_.11, {{12, 0.28}, {2, 0.3}, {1, 0.22}, {16, 0.24}, {20, 0.26}, {19, 0.27}, {10, 0.23}, {13, 0.25}, {7, 0.29}}
Spinosaurus_.10, {{6, 0.28}, {9, 0.3}, {19, 0.33}, {9, 0.34}, {18, 0.32}, {19, 0.31}, {15, 0.29}, {5, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{68, 0.98}, {32, 0.99}}
Spinosaurus_.7, {{45, 0.95}, {55, 0.96}}
Spinosaurus_.6, {{6, 0.88}, {19, 0.85}, {28, 0.86}, {5, 0.84}, {42, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{15, 0.98}, {85, 0.99}}
Spinosaurus_.2, {{5, 0.95}, {88, 0.96}, {7, 0.97}}
Spinosaurus_.1, {{34, 0.88}, {12, 0.86}, {1, 0.9}, {28, 0.89}, {25, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{46, 0.73}, {20, 0.74}, {26, 0.72}, {4, 0.71}, {4, 0.75}}
Baryonyx.2, {{96, 0.94}, {4, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{17, 0.04}, {6, 0.06}, {77, 0.05}}
Suchomimus.2, {{32, 0.18}, {17, 0.2}, {8, 0.17}, {3, 0.21}, {40, 0.19}}
Suchomimus.1, {{1, 0.04}, {15, 0.06}, {84, 0.05}}
Suchomimus, {{3, 0.22}, {10, 0.18}, {45, 0.2}, {12, 0.21}, {30, 0.19}}
Baryonyx, {{31, 0.98}, {69, 0.99}}
Deinonychus, {{51, 0.22}, {1, 0.2}, {17, 0.23}, {31, 0.21}}
Eudromia_elegans, {{6, 0.03}, {94, 0.02}}
Crypturellus_tataupa, {{100, 0.02}}
Anas_aucklandica, {{1, 0.01}, {99, 0.02}}
Caloenas_nicobarica, {{100, 0.0}}
Nestor_notabilis, {{100, 0.0}}
Loxodonta_africana, {{97, 0.9}, {3, 0.89}}
Noemys_fodies, {{19, 0.59}, {1, 0.61}, {80, 0.6}}
Taxidea_taxus, {{60, 0.37}, {40, 0.38}}
Procyon_lotor, {{5, 0.24}, {15, 0.26}, {80, 0.25}}
Otaria_byronia, {{100, 0.85}}
Paguma_larvata, {{52, 0.24}, {48, 0.25}}
Remingtonocetus, {{22, 0.69}, {78, 0.7}}
Brachyodus_onoideum, {{41, 0.59}, {1, 0.61}, {58, 0.6}}
Pogona_viceps, {{100, 0.01}}
Poposaurus, {{100, 0.0}}
Fruitadens, {{45, 0.1}, {54, 0.11}, {1, 0.12}}
Mussaurus, {{16, 0.28}, {4, 0.24}, {22, 0.26}, {21, 0.27}, {16, 0.29}, {20, 0.25}, {1, 0.23}}
Spinosaurus_.11, {{7, 0.37}, {6, 0.3}, {4, 0.38}, {13, 0.33}, {20, 0.34}, {10, 0.36}, {10, 0.32}, {11, 0.31}, {19, 0.35}}
Spinosaurus_.10, {{17, 0.4}, {7, 0.37}, {18, 0.38}, {1, 0.43}, {17, 0.36}, {6, 0.42}, {14, 0.41}, {14, 0.39}, {6, 0.35}}
Spinosaurus_.9, {{98, 0.98}, {2, 0.99}}
Spinosaurus_.8, {{2, 0.96}, {98, 0.97}}
Spinosaurus_.7, {{52, 0.94}, {4, 0.92}, {44, 0.93}}
Spinosaurus_.6, {{42, 0.85}, {14, 0.86}, {22, 0.84}, {4, 0.82}, {18, 0.83}}
Spinosaurus_.5, {{90, 0.99}, {10, 1.0}}
Spinosaurus_.4, {{86, 0.98}, {14, 0.99}}
Spinosaurus_.3, {{5, 0.98}, {95, 0.97}}
Spinosaurus_.2, {{66, 0.94}, {1, 0.95}, {33, 0.93}}
Spinosaurus_.1, {{29, 0.85}, {37, 0.86}, {19, 0.84}, {11, 0.83}, {4, 0.87}}
Spinosaurus_, {{73, 0.99}, {27, 1.0}}
Baryonyx.3, {{7, 0.76}, {6, 0.73}, {52, 0.74}, {35, 0.75}}
Baryonyx.2, {{94, 0.92}, {4, 0.91}, {2, 0.93}}
Baryonyx.1, {{100, 0.98}}
Suchomimus.3, {{38, 0.12}, {50, 0.11}, {7, 0.13}, {5, 0.1}}
Suchomimus.2, {{13, 0.28}, {32, 0.3}, {4, 0.32}, {15, 0.31}, {36, 0.29}}
Suchomimus.1, {{51, 0.12}, {41, 0.11}, {8, 0.13}}
Suchomimus, {{1, 0.28}, {33, 0.3}, {9, 0.32}, {27, 0.31}, {30, 0.29}}
Baryonyx, {{3, 0.98}, {97, 0.97}}
Hesperornis, {{3, 0.85}, {83, 0.86}, {14, 0.87}}
Anseranas_semipalmata, {{100, 0.01}}
Psophia_crepitans_napensis, {{99, 0.07}, {1, 0.06}}
Porphyrio_Poliocephalus, {{99, 0.03}, {1, 0.04}}
Porzana_carolina, {{17, 0.04}, {83, 0.05}}
Palaeospheniscus, {{51, 0.94}, {49, 0.95}}
Elephas_maximus, {{20, 0.66}, {7, 0.64}, {73, 0.65}}
Rhynchocyon_petersi, {{100, 0.01}}
Diplomesodon_pulchellum, {{2, 0.88}, {3, 0.86}, {95, 0.87}}
Meles_meles, {{67, 0.15}, {33, 0.16}}
Vulpes_vulpes, {{4, 0.03}, {96, 0.02}}
Rhinoceros_sondaicus, {{1, 0.4}, {14, 0.43}, {58, 0.42}, {27, 0.41}}
Rodhocetus, {{100, 0.98}}
Rupicapra_rupicapra, {{100, 0.0}}
Placodontia_indet_1, {{100, 1.0}}
Rhaeticosaurus, {{100, 1.0}}
Nothosaurus_102, {{100, 1.0}}
Sphenodon_punctatus, {{97, 0.88}, {3, 0.87}}
Scutellosaurus_lawleri, {{31, 0.4}, {3, 0.43}, {1, 0.38}, {19, 0.42}, {23, 0.39}, {23, 0.41}}
Spinosaurus_.11, {{16, 0.3}, {22, 0.33}, {14, 0.34}, {2, 0.36}, {23, 0.32}, {11, 0.31}, {7, 0.29}, {5, 0.35}}
Spinosaurus_.10, {{14, 0.4}, {15, 0.37}, {20, 0.38}, {16, 0.36}, {19, 0.39}, {11, 0.35}, {5, 0.41}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{100, 0.98}}
Spinosaurus_.7, {{74, 0.95}, {2, 0.94}, {24, 0.96}}
Spinosaurus_.6, {{6, 0.88}, {15, 0.85}, {31, 0.86}, {48, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{47, 0.98}, {53, 0.99}}
Spinosaurus_.2, {{4, 0.95}, {96, 0.96}}
Spinosaurus_.1, {{38, 0.88}, {2, 0.9}, {48, 0.89}, {12, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{25, 0.73}, {56, 0.74}, {3, 0.72}, {16, 0.75}}
Baryonyx.2, {{42, 0.94}, {58, 0.93}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{52, 0.07}, {47, 0.06}, {1, 0.08}}
Suchomimus.2, {{44, 0.22}, {7, 0.24}, {31, 0.23}, {18, 0.21}}
Suchomimus.1, {{86, 0.07}, {3, 0.06}, {11, 0.08}}
Suchomimus, {{5, 0.22}, {42, 0.24}, {2, 0.26}, {38, 0.23}, {13, 0.25}}
Baryonyx, {{100, 0.98}}
Gobiraptor_, {{93, 0.07}, {7, 0.08}}
Tribonyx_mortieri, {{2, 0.07}, {98, 0.08}}
Strigiops_habroptilus, {{100, 0.01}}
Turdus_olivator, {{40, 0.04}, {60, 0.03}}
Fregata_aquila, {{100, 0.0}}
Micropotamogale_euwenzorii, {{100, 0.96}}
Mus_musculus, {{100, 0.01}}
Nanophoca_vitulinoides, {{100, 1.0}}
Giraffa_camelopardalis, {{99, 0.03}, {1, 0.02}}
Champsosaurus, {{100, 1.0}}
Simosaurus_1, {{69, 0.88}, {16, 0.89}, {15, 0.87}}
Nothosaurus_mirabilis_1, {{71, 0.92}, {29, 0.93}}
Lacerta_viridis, {{76, 0.43}, {7, 0.42}, {17, 0.44}}
Alamosaurus, {{12, 0.73}, {1, 0.74}, {27, 0.72}, {34, 0.71}, {2, 0.69}, {24, 0.7}}
Spinosaurus_.11, {{16, 0.28}, {18, 0.3}, {1, 0.33}, {3, 0.32}, {12, 0.26}, {14, 0.27}, {24, 0.29}, {4, 0.25}, {8, 0.31}}
Spinosaurus_.10, {{8, 0.37}, {2, 0.38}, {21, 0.34}, {17, 0.36}, {7, 0.33}, {18, 0.32}, {7, 0.31}, {20, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{32, 0.98}, {68, 0.99}}
Spinosaurus_.7, {{10, 0.95}, {89, 0.96}, {1, 0.97}}
Spinosaurus_.6, {{48, 0.88}, {14, 0.86}, {8, 0.89}, {30, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{3, 0.98}, {97, 0.99}}
Spinosaurus_.2, {{57, 0.96}, {43, 0.97}}
Spinosaurus_.1, {{27, 0.88}, {27, 0.9}, {41, 0.89}, {5, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{31, 0.76}, {13, 0.74}, {49, 0.75}, {7, 0.77}}
Baryonyx.2, {{62, 0.94}, {38, 0.95}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{2, 0.07}, {60, 0.06}, {38, 0.05}}
Suchomimus.2, {{24, 0.22}, {26, 0.2}, {4, 0.23}, {44, 0.21}, {2, 0.19}}
Suchomimus.1, {{7, 0.07}, {90, 0.06}, {3, 0.05}}
Suchomimus, {{41, 0.22}, {2, 0.2}, {5, 0.24}, {23, 0.23}, {29, 0.21}}
Baryonyx, {{100, 0.99}}
Condorraptor, {{100, 0.01}}
Asfaltovenator, {{100, 0.0}}
Troodon_formosus, {{10, 0.4}, {2, 0.43}, {42, 0.42}, {46, 0.41}}
Confuciusornis_sanctus, {{100, 0.0}}
Rhynchotus_rufescens_, {{99, 0.01}, {1, 0.02}}
Tinamou, {{100, 0.0}}
Anas_discors, {{75, 0.01}, {25, 0.02}}
Glareola_pratincola, {{100, 0.01}}
large_eocene_stem_penguin, {{100, 1.0}}
Desmostylus_hesperus, {{18, 0.07}, {82, 0.08}}
Nyctereutes_procyonoides, {{36, 0.18}, {64, 0.17}}
Choeropsis_liberiensis, {{86, 0.71}, {14, 0.7}}
Megaloceros_sp, {{2, 0.01}, {98, 0.02}}
Paraplacodus, {{100, 1.0}}
Anarosaurus, {{100, 1.0}}
Simosaurus, {{100, 1.0}}
Nothosaurus_568, {{100, 1.0}}
Asilisaurus, {{100, 0.01}}
Stegosaurus_sp, {{78, 0.95}, {22, 0.94}}
Spinosaurus_.11, {{7, 0.37}, {3, 0.3}, {4, 0.38}, {14, 0.33}, {18, 0.36}, {15, 0.34}, {10, 0.32}, {12, 0.31}, {17, 0.35}}
Spinosaurus_.10, {{15, 0.4}, {16, 0.37}, {5, 0.43}, {6, 0.38}, {9, 0.36}, {12, 0.42}, {19, 0.41}, {17, 0.39}, {1, 0.44}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{97, 0.98}, {3, 0.97}}
Spinosaurus_.7, {{76, 0.95}, {23, 0.94}, {1, 0.96}}
Spinosaurus_.6, {{12, 0.88}, {19, 0.85}, {25, 0.86}, {1, 0.84}, {43, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{62, 0.95}, {2, 0.94}, {36, 0.96}}
Spinosaurus_.1, {{33, 0.88}, {15, 0.86}, {20, 0.89}, {32, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{55, 0.76}, {3, 0.78}, {25, 0.77}, {17, 0.75}}
Baryonyx.2, {{33, 0.94}, {67, 0.93}}
Baryonyx.1, {{31, 0.98}, {69, 0.99}}
Suchomimus.3, {{44, 0.1}, {3, 0.11}, {52, 0.09}, {1, 0.08}}
Suchomimus.2, {{39, 0.28}, {4, 0.3}, {11, 0.26}, {33, 0.27}, {13, 0.29}}
Suchomimus.1, {{67, 0.1}, {10, 0.11}, {23, 0.09}}
Suchomimus, {{35, 0.28}, {12, 0.3}, {2, 0.31}, {13, 0.27}, {38, 0.29}}
Baryonyx, {{100, 0.98}}
Torvosaurus, {{33, 0.71}, {13, 0.69}, {54, 0.7}}
Rahonavis, {{89, 0.1}, {9, 0.11}, {2, 0.09}}
Apteryx_owenii_, {{30, 0.04}, {70, 0.05}}
Chauna_chavaria, {{19, 0.0}, {81, 0.01}}
Columba_, {{97, 0.01}, {3, 0.02}}
Podica_senegalensis, {{1, 0.1}, {99, 0.09}}
Porphyrio_hochstetteri, {{74, 0.07}, {26, 0.06}}
Small_Eocene_penguin, {{100, 1.0}}
Ornithorhynchus_anatinus, {{78, 0.98}, {22, 0.97}}
Tenrec_ecaudatus, {{97, 0.88}, {3, 0.87}}
Hydromys_chrysogaster, {{19, 0.4}, {81, 0.41}}
Lutra_vulgaris, {{100, 0.94}}
Tapirus_terrestris, {{30, 0.28}, {6, 0.26}, {64, 0.27}}
Ichtyosaur_sp, {{14, 0.73}, {2, 0.74}, {38, 0.71}, {35, 0.72}, {2, 0.69}, {9, 0.7}}
Psephoderma, {{100, 0.99}}
Placondontia_indet, {{100, 1.0}}
Caiman_yacare, {{100, 0.99}}
Plateosaurus, {{93, 0.01}, {7, 0.02}}
Syntarsus_, {{14, 0.03}, {86, 0.02}}
Spinosaurus_.11, {{20, 0.28}, {10, 0.3}, {6, 0.24}, {1, 0.32}, {13, 0.26}, {4, 0.31}, {16, 0.29}, {14, 0.25}, {16, 0.27}}
Spinosaurus_.10, {{1, 0.37}, {14, 0.3}, {15, 0.34}, {6, 0.36}, {17, 0.33}, {17, 0.32}, {10, 0.31}, {5, 0.29}, {15, 0.35}}
Spinosaurus_.9, {{100, 0.99}}
Spinosaurus_.8, {{92, 0.98}, {8, 0.97}}
Spinosaurus_.7, {{49, 0.94}, {45, 0.95}, {6, 0.93}}
Spinosaurus_.6, {{39, 0.85}, {10, 0.86}, {25, 0.84}, {9, 0.82}, {17, 0.83}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 0.99}}
Spinosaurus_.3, {{100, 0.98}}
Spinosaurus_.2, {{73, 0.95}, {11, 0.94}, {16, 0.96}}
Spinosaurus_.1, {{4, 0.88}, {20, 0.85}, {27, 0.86}, {10, 0.84}, {39, 0.87}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{4, 0.73}, {21, 0.72}, {40, 0.71}, {4, 0.69}, {31, 0.7}}
Baryonyx.2, {{59, 0.92}, {41, 0.93}}
Baryonyx.1, {{52, 0.98}, {48, 0.99}}
Suchomimus.3, {{5, 0.07}, {72, 0.06}, {23, 0.05}}
Suchomimus.2, {{4, 0.22}, {2, 0.18}, {43, 0.2}, {24, 0.21}, {27, 0.19}}
Suchomimus.1, {{16, 0.07}, {83, 0.06}, {1, 0.05}}
Suchomimus, {{24, 0.22}, {27, 0.2}, {6, 0.23}, {42, 0.21}, {1, 0.19}}
Baryonyx, {{100, 0.98}}
Dromaius_, {{2, 0.0}, {98, 0.01}}
Anser_fabalis, {{100, 0.04}}
Raphus, {{79, 0.15}, {21, 0.14}}
Atlantisia_rogersi, {{100, 0.04}}
Trybonix_ventralis, {{90, 0.0}, {10, 0.01}}
Phaeton_aethereus, {{37, 0.09}, {63, 0.08}}
Rynochetus_jubatus, {{100, 0.01}}
Procavia_capensis, {{18, 0.43}, {82, 0.44}}
Microgale_thomasi, {{92, 0.06}, {8, 0.05}}
Rattus_rattus, {{37, 0.04}, {63, 0.05}}
Euroscaptor_micrura, {{50, 0.53}, {50, 0.52}}
Mustela_nivalis, {{59, 0.2}, {41, 0.19}}
Phocanella_pumila, {{100, 1.0}}
Ceratotherium_simum, {{95, 0.85}, {1, 0.86}, {4, 0.84}}
Sus_scrofa, {{100, 0.01}}
Pistosaurus, {{100, 1.0}}
Nothosaurus_giganteus, {{36, 0.73}, {3, 0.74}, {54, 0.72}, {6, 0.71}, {1, 0.7}}
Alligator, {{100, 0.98}}
Dysalotosaurus, {{2, 0.68}, {6, 0.72}, {23, 0.71}, {31, 0.69}, {38, 0.7}}
Spinosaurus_.11, {{5, 0.28}, {4, 0.22}, {14, 0.24}, {24, 0.26}, {14, 0.27}, {15, 0.23}, {23, 0.25}, {1, 0.29}}
Spinosaurus_.10, {{4, 0.28}, {8, 0.3}, {18, 0.33}, {7, 0.34}, {21, 0.32}, {24, 0.31}, {18, 0.29}}
Spinosaurus_.9, {{38, 0.99}, {62, 1.0}}
Spinosaurus_.8, {{100, 0.99}}
Spinosaurus_.7, {{33, 0.96}, {67, 0.97}}
Spinosaurus_.6, {{45, 0.88}, {3, 0.86}, {27, 0.89}, {25, 0.87}}
Spinosaurus_.5, {{100, 1.0}}
Spinosaurus_.4, {{100, 1.0}}
Spinosaurus_.3, {{100, 0.99}}
Spinosaurus_.2, {{14, 0.98}, {86, 0.97}}
Spinosaurus_.1, {{39, 0.91}, {43, 0.9}, {18, 0.89}}
Spinosaurus_, {{100, 1.0}}
Baryonyx.3, {{42, 0.73}, {37, 0.74}, {11, 0.72}, {10, 0.75}}
Baryonyx.2, {{100, 0.95}}
Baryonyx.1, {{100, 0.99}}
Suchomimus.3, {{86, 0.03}, {14, 0.04}}
Suchomimus.2, {{49, 0.15}, {5, 0.17}, {35, 0.16}, {11, 0.14}}
Suchomimus.1, {{68, 0.04}, {32, 0.03}}
Suchomimus, {{13, 0.18}, {3, 0.15}, {45, 0.17}, {39, 0.16}}
Baryonyx, {{100, 0.99}}
Australovenator, {{100, 0.01}}
Tyrannotitan, {{44, 0.22}, {1, 0.2}, {18, 0.23}, {37, 0.21}}
Cygnus_olor, {{78, 0.07}, {22, 0.08}}
Aramus_guarauna, {{100, 0.0}}
Sarothrura_rufa, {{66, 0.12}, {34, 0.13}}
Phalacrocorax_harrisi, {{29, 0.33}, {71, 0.32}}
